课次,单元,日语词条,读音,词性,中文翻译
第12課,ユニット1,思う,おもう②,他Ⅰ,认为；觉得；想
第12課,ユニット1,予定,よてい①,名,预定；预计；计划
第12課,ユニット1,会場,かいじょう①,名,会场；场地
第12課,ユニット1,出し物,だしもの③②,名,节目
第12課,ユニット1,たぶん【多分】,①,副,大概；可能；也许
第12課,ユニット1,演劇学科,えんげきがっか⑤,名,戏剧专业；表演专业
第12課,ユニット1,志望,しぼう①,名・他Ⅲ,志愿；愿望
第12課,ユニット1,主演,しゅえん①,名・他Ⅲ,主演；主角
第12課,ユニット1,女優,じょゆう①,名,女演员
第12課,ユニット1,脚本,きゃくほん①,名,脚本；剧本
第12課,ユニット1,男優,だんゆう①,名,男演员
第12課,ユニット1,現代版,げんだいばん④,名,现代版
第12課,ユニット1,-版,-ばん,接尾,-版
第12課,ユニット1,かぐや姫,かぐやひめ③,名,（日本故事《竹取物语》的女主人公）辉夜姬；赫夜姬
第12課,ユニット2,男の人,おとこのひと⑥,名,男人；男子
第12課,ユニット2,あげる,①,他Ⅱ,给；给予
第12課,ユニット2,愛,あい①,名,爱；爱情
第12課,ユニット2,輪,わ①,名,圈；圆圈；环
第12課,ユニット2,右,みぎ①,名,右；右边
第12課,ユニット2,次々,つぎつぎ②,副,一个接一个；接连不断
第12課,ユニット2,渡す,わたす①,他Ⅰ,交给；递给
第12課,ユニット2,止まる,とまる①,自Ⅰ,停；停止
第12課,ユニット2,自分,じぶん①,名,自己
第12課,ユニット2,スタート,②①,名・自Ⅲ,开始
第12課,ユニット2,もらう,①,他Ⅰ,得到；拿到；索取
第12課,ユニット2,ストラップ,③,名,带；吊带；坠儿；链儿
第12課,ユニット2,ぬいぐるみ,①,名,毛绒玩具；布娃娃
第12課,ユニット2,くれる,①,他Ⅱ,给（我）
第12課,ユニット2,過ごす,すごす②,他Ⅰ,过；度过
第12課,ユニット2,お正月,おしょうがつ①⑤,名,正月；新年（礼貌说法）
第12課,ユニット2,正月,しょうがつ④,名,正月；新年
第12課,ユニット2,旧暦,きゅうれき①,名,旧历；阴历
第12課,ユニット2,つもり,①,名,打算；准备；想要
第12課,ユニット2,喜ぶ,よろこぶ③,自Ⅰ,高兴；欢喜
第12課,ユニット3,振り返り,ふりかえり①,名,回顾；回首
第12課,ユニット3,今学期,こんがっき③,名,本学期；这学期
第12課,ユニット3,振り返る,ふりかえる③,他Ⅰ,回顾；回首
第12課,ユニット3,学び,まなび①,名,学习
第12課,ユニット3,達成,たっせい①,名・他Ⅲ,达成；完成
第12課,ユニット3,○,まる①,名,圆圈；圈儿
第12課,ユニット3,△,さんかく①,名,三角（形）
第12課,ユニット3,復習,ふくしゅう①,名・他Ⅲ,复习
第12課,ユニット3,きちんと,②,副,好好地；规规矩矩地
第12課,ユニット3,自信がつく,じしんがつく①-①,有自信
第12課,ユニット3,自信,じしん①,名,信心；自信
第12課,ユニット3,タスク,①,名,任务
第12課,ユニット3,果たす,はたす②,他Ⅰ,发挥；起作用；实现；完成；达到
第12課,ユニット3,出身,しゅっしん①,名,出身；出生地
第12課,ユニット3,構成,こうせい①,名・自Ⅲ,构成；组织；组成
第12課,ユニット3,経歴,けいれき①,名,经历
第12課,ユニット3,熱意,ねつい①,名,热情
第12課,ユニット3,基本的,きほんてき①,形Ⅱ,基本的
第12課,ユニット3,述べる,のべる②,他Ⅱ,陈述；诉说
第12課,ユニット3,準備,じゅんび①,名・他Ⅲ,准备
第12課,ユニット3,日課,にっか①,名,日课；每天的必修课
第12課,ユニット3,好き嫌い,すききらい③②①,名,好恶
第12課,ユニット3,身近,みちか①,名・形Ⅱ,身边；跟前
第12課,ユニット3,話題,わだい①,名,话题
第12課,ユニット3,答える,こたえる③②,自Ⅱ,回答
第12課,ユニット3,インタビュー,①③,名・自Ⅲ,采访
第12課,ユニット3,意見表明,いけんひょうめい④,名,表明意见
第12課,ユニット3,意見,いけん①,名・自他Ⅲ,意见；提意见；制止
第12課,ユニット3,表明,ひょうめい①,名・他Ⅲ,表明
第12課,ユニット3,日常,にちじょう①,名,日常
第12課,ユニット3,理解,りかい①,名・他Ⅲ,理解；了解
第12課,ユニット3,宿泊,しゅくはく①,名・自Ⅲ,住宿
第12課,ユニット3,言語,げんご①,名,语言
第12課,ユニット3,対する,たいする③,自Ⅲ,对……；向……
第12課,ユニット3,深める,ふかめる③,他Ⅱ,加深
第12課,ユニット3,誇り,ほこり③①,名,自豪；骄傲
第12課,ユニット3,視野,しや①,名,视野；眼界
第12課,ユニット3,広げる,ひろげる①,他Ⅱ,扩展；拓展
第12課,ユニット3,異文化,いぶんか②,名,跨文化
第12課,ユニット3,コミュニケーション,④,名,交流；沟通
第12課,ユニット3,意義,いぎ①,名,意义
第12課,ユニット3,達成感,たっせいかん③,名,成就感
